,id,email,device_mac_id,ip,location,time_to_attempt,rejection_reason,is_suspicious,scenario,email_attempts_5m,email_attempts_10m,email_attempts_1h,seconds_since_email_last_attempt,seconds_since_ip_last_attempt,ip_attempts_5m,ip_attempts_10m,hour_sin,hour_cos
1755,1756,user3@example.com,02:6F:77:0D:65:D6,192.0.2.57,"Sylhet, BD",2026-07-19 08:50:57+00:00,password_typo,0,normal_user_error,1,1,1,1821426,1821426,2,2,0.8660254037844387,-0.4999999999999998
1855,1856,user3@example.com,02:6F:77:0D:65:D6,192.0.2.57,"Sylhet, BD",2026-07-19 16:34:40+00:00,password_typo,0,normal_user_error,1,1,1,1793603,1793603,3,3,-0.8660254037844384,-0.5000000000000004
1862,1863,user3@example.com,02:6F:77:0D:65:D6,192.0.2.57,"Sylhet, BD",2026-07-19 19:25:26+00:00,invalid_password,0,normal_user_error,1,1,1,1783357,1783357,4,4,-0.9659258262890684,0.2588190451025203
1869,1870,user3@example.com,02:6F:77:0D:65:D6,192.0.2.57,"Sylhet, BD",2026-07-19 21:56:33+00:00,invalid_password,0,normal_user_error,1,1,1,1774290,1774290,5,5,-0.7071067811865477,0.7071067811865474
1900,1901,user3@example.com,02:6F:77:0D:65:D6,192.0.2.57,"Sylhet, BD",2026-07-20 03:16:23+00:00,invalid_password,0,normal_user_error,1,1,1,1755100,1755100,6,6,0.7071067811865475,0.7071067811865476
1912,1913,user3@example.com,02:6F:77:0D:65:D6,192.0.2.57,"Sylhet, BD",2026-07-20 07:07:38+00:00,password_typo,0,normal_user_error,1,1,1,1741225,1741225,7,7,0.9659258262890683,-0.25881904510252063
1939,1940,user3@example.com,02:6F:77:0D:65:D6,192.0.2.57,"Sylhet, BD",2026-07-20 10:06:10+00:00,otp_failed,0,normal_user_error,1,1,1,1730513,1730513,8,8,0.49999999999999994,-0.8660254037844387
1989,1990,user3@example.com,02:6F:77:0D:65:D6,192.0.2.57,"Sylhet, BD",2026-07-20 23:40:36+00:00,password_typo,0,normal_user_error,1,1,1,1681647,1681647,9,9,-0.25881904510252157,0.9659258262890681
1993,1994,user3@example.com,02:6F:77:0D:65:D6,192.0.2.57,"Sylhet, BD",2026-07-21 00:21:28+00:00,password_typo,0,normal_user_error,1,1,2,1679195,1679195,10,10,0.0,1.0
2003,2004,user3@example.com,02:6F:77:0D:65:D6,192.0.2.57,"Sylhet, BD",2026-07-21 02:22:02+00:00,invalid_password,0,normal_user_error,1,1,1,1671961,1671961,11,11,0.49999999999999994,0.8660254037844387
2007,2008,user3@example.com,02:6F:77:0D:65:D6,192.0.2.57,"Sylhet, BD",2026-07-21 03:22:31+00:00,expired_session,0,normal_user_error,1,1,1,1668332,1668332,12,12,0.7071067811865475,0.7071067811865476
2008,2009,user3@example.com,02:6F:77:0D:65:D6,192.0.2.57,"Sylhet, BD",2026-07-21 03:34:17+00:00,otp_failed,0,normal_user_error,1,1,2,1667626,1667626,13,13,0.7071067811865475,0.7071067811865476
2012,2013,user3@example.com,02:6F:77:0D:65:D6,192.0.2.57,"Sylhet, BD",2026-07-21 04:35:42+00:00,invalid_password,0,normal_user_error,1,1,1,1663941,1663941,14,14,0.8660254037844386,0.5000000000000001
2016,2017,user3@example.com,02:30:A8:0D:91:3E,192.0.2.57,"Rajshahi, BD",2026-07-21 05:09:47+00:00,password_typo,0,normal_user_error,1,1,2,1661896,1661896,15,15,0.9659258262890683,0.25881904510252074
2054,2055,user3@example.com,02:6F:77:0D:65:D6,192.0.2.57,"Sylhet, BD",2026-07-21 07:58:02+00:00,invalid_password,0,normal_user_error,1,1,5,1651801,1651801,16,16,0.9659258262890683,-0.25881904510252063
2056,2057,user3@example.com,02:6F:77:0D:65:D6,192.0.2.57,"Sylhet, BD",2026-07-21 08:26:38+00:00,otp_failed,0,normal_user_error,1,1,2,1650085,1650085,17,17,0.8660254037844387,-0.4999999999999998
2063,2064,user3@example.com,02:6F:77:0D:65:D6,192.0.2.57,"Sylhet, BD",2026-07-21 11:31:39+00:00,password_typo,0,normal_user_error,1,1,1,1638984,1638984,18,18,0.258819045102521,-0.9659258262890682
2089,2090,user3@example.com,02:6F:77:0D:65:D6,192.0.2.57,"Sylhet, BD",2026-07-21 22:30:39+00:00,password_typo,0,normal_user_error,1,1,1,1599444,1599444,19,19,-0.5000000000000004,0.8660254037844384
2106,2107,user3@example.com,02:6F:77:0D:65:D6,192.0.2.57,"Sylhet, BD",2026-07-22 04:59:18+00:00,unknown_device,0,normal_user_error,1,1,1,1576125,1576125,1,1,0.8660254037844386,0.5000000000000001
2135,2136,user3@example.com,02:6F:77:0D:65:D6,192.0.2.57,"Dubai, AE",2026-07-22 14:46:20+00:00,invalid_password,0,normal_user_error,1,1,1,1540903,1540903,2,2,-0.4999999999999997,-0.8660254037844388
2137,2138,user3@example.com,02:6F:77:0D:65:D6,192.0.2.57,"Sylhet, BD",2026-07-22 16:15:55+00:00,invalid_password,0,normal_user_error,1,1,1,1535528,1535528,3,3,-0.8660254037844384,-0.5000000000000004
2195,2196,user3@example.com,02:6F:77:0D:65:D6,192.0.2.57,"Dubai, AE",2026-07-23 04:40:19+00:00,password_typo,0,normal_user_error,1,1,1,1490864,1490864,1,1,0.8660254037844386,0.5000000000000001
2243,2244,user3@example.com,02:44:C6:7C:82:68,192.0.2.57,"Singapore, SG",2026-07-23 11:27:48+00:00,invalid_password,0,normal_user_error,1,1,4,1466415,1466415,2,2,0.258819045102521,-0.9659258262890682
2255,2256,user3@example.com,02:0D:2A:DB:45:EC,192.0.2.57,"Dhaka, BD",2026-07-23 16:32:56+00:00,invalid_password,0,normal_user_error,1,1,1,1448107,1448107,1,1,-0.8660254037844384,-0.5000000000000004
2280,2281,user3@example.com,02:6F:77:0D:65:D6,192.0.2.57,"Sylhet, BD",2026-07-24 00:08:21+00:00,password_typo,0,normal_user_error,1,1,1,1420782,1420782,1,1,0.0,1.0
2281,2282,user3@example.com,02:6F:77:0D:65:D6,192.0.2.57,"Sylhet, BD",2026-07-24 00:14:14+00:00,invalid_password,0,normal_user_error,1,2,2,1420429,1420429,1,1,0.0,1.0
2285,2286,user3@example.com,02:6F:77:0D:65:D6,192.0.2.57,"Sylhet, BD",2026-07-24 00:55:42+00:00,invalid_password,0,normal_user_error,1,1,3,1417941,1417941,1,1,0.0,1.0
2290,2291,user3@example.com,02:6F:77:0D:65:D6,192.0.2.57,"Sylhet, BD",2026-07-24 02:52:30+00:00,invalid_password,0,normal_user_error,1,1,1,1410933,1410933,1,1,0.49999999999999994,0.8660254037844387
2310,2311,user3@example.com,02:E1:17:20:85:A0,192.0.2.57,"Chattogram, BD",2026-07-24 10:49:42+00:00,expired_session,0,normal_user_error,1,1,1,1382301,1382301,1,1,0.49999999999999994,-0.8660254037844387
2313,2314,user3@example.com,02:6F:77:0D:65:D6,192.0.2.57,"Dhaka, BD",2026-07-24 11:19:20+00:00,invalid_password,0,normal_user_error,1,1,2,1380523,1380523,1,1,0.258819045102521,-0.9659258262890682
2339,2340,user3@example.com,02:6F:77:0D:65:D6,192.0.2.57,"Sylhet, BD",2026-07-24 15:02:53+00:00,unknown_device,0,normal_user_error,1,1,1,1367110,1367110,1,1,-0.7071067811865471,-0.7071067811865479
2385,2386,user3@example.com,02:6F:77:0D:65:D6,192.0.2.57,"Sylhet, BD",2026-07-24 18:23:55+00:00,expired_session,0,normal_user_error,1,1,1,1355048,1355048,1,1,-1.0,-1.8369701987210297e-16
2391,2392,user3@example.com,02:6F:77:0D:65:D6,192.0.2.57,"Sylhet, BD",2026-07-24 20:36:54+00:00,invalid_password,0,normal_user_error,1,1,1,1347069,1347069,1,1,-0.8660254037844386,0.5000000000000001
2415,2416,user3@example.com,02:6F:77:0D:65:D6,192.0.2.57,"Sylhet, BD",2026-07-25 01:05:32+00:00,password_typo,0,normal_user_error,1,1,1,1330951,1330951,1,1,0.25881904510252074,0.9659258262890683
2417,2418,user3@example.com,02:6F:77:0D:65:D6,192.0.2.57,"Sylhet, BD",2026-07-25 02:15:53+00:00,invalid_password,0,normal_user_error,1,1,1,1326730,1326730,1,1,0.49999999999999994,0.8660254037844387
2421,2422,user1@example.com,02:CF:C6:12:61:AF,192.0.2.57,"London, GB",2026-07-25 03:28:52+00:00,password_typo,0,normal_user_error,1,1,1,1322351,1322351,1,1,0.7071067811865475,0.7071067811865476
2461,2462,user3@example.com,02:6F:77:0D:65:D6,192.0.2.57,"Sylhet, BD",2026-07-25 17:38:28+00:00,expired_session,0,normal_user_error,1,1,1,1271375,1271375,1,1,-0.9659258262890683,-0.25881904510252063
2466,2467,user3@example.com,02:6F:77:0D:65:D6,192.0.2.57,"Sylhet, BD",2026-07-25 19:38:15+00:00,invalid_password,0,normal_user_error,1,1,1,1264188,1264188,2,2,-0.9659258262890684,0.2588190451025203
2472,2473,user3@example.com,02:6F:77:0D:65:D6,192.0.2.57,"Sylhet, BD",2026-07-25 22:29:08+00:00,invalid_password,0,normal_user_error,1,1,1,1253935,1253935,1,3,-0.5000000000000004,0.8660254037844384
2477,2478,user3@example.com,02:6F:77:0D:65:D6,192.0.2.57,"Sylhet, BD",2026-07-26 00:28:11+00:00,invalid_password,0,normal_user_error,1,1,1,1246792,1246792,1,1,0.0,1.0
2536,2537,user3@example.com,02:6F:77:0D:65:D6,192.0.2.57,"Sylhet, BD",2026-07-26 13:17:33+00:00,password_typo,0,normal_user_error,1,1,1,1200630,1200630,1,1,-0.2588190451025208,-0.9659258262890683
2537,2538,user3@example.com,02:6F:77:0D:65:D6,192.0.2.57,"Sylhet, BD",2026-07-26 14:27:09+00:00,invalid_password,0,normal_user_error,1,1,1,1196454,1196454,1,1,-0.4999999999999997,-0.8660254037844388
2542,2543,user3@example.com,02:6F:77:0D:65:D6,192.0.2.57,"Sylhet, BD",2026-07-26 16:51:55+00:00,invalid_password,0,normal_user_error,1,1,1,1187768,1187768,1,1,-0.8660254037844384,-0.5000000000000004
2554,2555,user3@example.com,02:6F:77:0D:65:D6,192.0.2.57,"Sylhet, BD",2026-07-26 21:44:20+00:00,otp_failed,0,normal_user_error,1,1,1,1170223,1170223,1,1,-0.7071067811865477,0.7071067811865474
2561,2562,user3@example.com,02:6F:77:0D:65:D6,192.0.2.57,"Sylhet, BD",2026-07-26 23:41:20+00:00,unknown_device,0,normal_user_error,1,1,1,1163203,1163203,1,2,-0.25881904510252157,0.9659258262890681
2565,2566,user3@example.com,02:6F:77:0D:65:D6,192.0.2.57,"Sylhet, BD",2026-07-27 00:53:48+00:00,invalid_password,0,normal_user_error,1,1,1,1158855,1158855,1,1,0.0,1.0
2566,2567,user3@example.com,02:6F:77:0D:65:D6,192.0.2.57,"Sylhet, BD",2026-07-27 00:56:23+00:00,password_typo,0,normal_user_error,2,2,2,1158700,1158700,1,1,0.0,1.0
2568,2569,user3@example.com,02:6F:77:0D:65:D6,192.0.2.57,"Sylhet, BD",2026-07-27 01:57:05+00:00,invalid_password,0,normal_user_error,1,1,1,1155058,1155058,1,1,0.25881904510252074,0.9659258262890683
2573,2574,user3@example.com,02:6F:77:0D:65:D6,192.0.2.57,"Sylhet, BD",2026-07-27 03:32:07+00:00,password_typo,0,normal_user_error,1,1,1,1149356,1149356,1,1,0.7071067811865475,0.7071067811865476
2600,2601,user3@example.com,02:6F:77:0D:65:D6,192.0.2.57,"Sylhet, BD",2026-07-27 05:23:47+00:00,invalid_password,0,normal_user_error,1,1,1,1142656,1142656,1,1,0.9659258262890683,0.25881904510252074
2618,2619,user3@example.com,02:6F:77:0D:65:D6,192.0.2.57,"Sylhet, BD",2026-07-27 11:31:25+00:00,invalid_password,0,normal_user_error,1,1,1,1120598,1120598,1,1,0.258819045102521,-0.9659258262890682
2619,2620,user3@example.com,02:6F:77:0D:65:D6,192.0.2.57,"Sylhet, BD",2026-07-27 11:39:31+00:00,invalid_password,0,normal_user_error,1,2,2,1120112,1120112,1,1,0.258819045102521,-0.9659258262890682
2667,2668,user3@example.com,02:6F:77:0D:65:D6,192.0.2.57,"Sylhet, BD",2026-07-27 23:24:28+00:00,password_typo,0,normal_user_error,1,1,1,1077815,1077815,1,1,-0.25881904510252157,0.9659258262890681
2670,2671,user3@example.com,02:6F:77:0D:65:D6,192.0.2.57,"Sylhet, BD",2026-07-28 00:13:08+00:00,unknown_device,0,normal_user_error,1,1,2,1074895,1074895,1,1,0.0,1.0
2671,2672,user3@example.com,02:6F:77:0D:65:D6,192.0.2.57,"Singapore, SG",2026-07-28 00:20:42+00:00,expired_session,0,normal_user_error,1,2,3,1074441,1074441,2,2,0.0,1.0
2672,2673,user3@example.com,02:6F:77:0D:65:D6,192.0.2.57,"Sylhet, BD",2026-07-28 00:33:48+00:00,expired_session,0,normal_user_error,1,1,3,1073655,1073655,1,1,0.0,1.0
2676,2677,user3@example.com,02:6F:77:0D:65:D6,192.0.2.57,"Sylhet, BD",2026-07-28 03:02:17+00:00,password_typo,0,normal_user_error,1,1,1,1064746,1064746,1,1,0.7071067811865475,0.7071067811865476
2697,2698,user3@example.com,02:6F:77:0D:65:D6,192.0.2.57,"Sylhet, BD",2026-07-28 09:46:51+00:00,expired_session,0,normal_user_error,1,1,1,1040472,1040472,2,2,0.7071067811865476,-0.7071067811865475
2698,2699,user3@example.com,02:6F:77:0D:65:D6,192.0.2.57,"New York, US",2026-07-28 10:05:28+00:00,password_typo,0,normal_user_error,1,1,2,1039355,1039355,1,3,0.49999999999999994,-0.8660254037844387
2704,2705,user3@example.com,02:6F:77:0D:65:D6,192.0.2.57,"Sylhet, BD",2026-07-28 11:48:42+00:00,invalid_password,0,normal_user_error,1,1,1,1033161,1033161,1,1,0.258819045102521,-0.9659258262890682
2714,2715,user3@example.com,02:6F:77:0D:65:D6,192.0.2.57,"Sylhet, BD",2026-07-28 17:18:48+00:00,invalid_password,0,normal_user_error,1,1,1,1013355,1013355,1,1,-0.9659258262890683,-0.25881904510252063
2720,2721,user3@example.com,02:6F:77:0D:65:D6,192.0.2.57,"Sylhet, BD",2026-07-28 20:37:24+00:00,password_typo,0,normal_user_error,1,1,1,1001439,1001439,1,1,-0.8660254037844386,0.5000000000000001
2725,2726,user3@example.com,02:6F:77:0D:65:D6,192.0.2.57,"Sylhet, BD",2026-07-28 21:24:27+00:00,password_typo,0,normal_user_error,1,1,2,998616,998616,1,1,-0.7071067811865477,0.7071067811865474
2726,2727,user3@example.com,02:6F:77:0D:65:D6,192.0.2.57,"Sylhet, BD",2026-07-28 21:41:51+00:00,invalid_password,0,normal_user_error,1,1,2,997572,997572,1,1,-0.7071067811865477,0.7071067811865474
2729,2730,user3@example.com,02:6F:77:0D:65:D6,192.0.2.57,"Sylhet, BD",2026-07-28 22:17:33+00:00,password_typo,0,normal_user_error,1,1,3,995430,995430,2,2,-0.5000000000000004,0.8660254037844384
2733,2734,user3@example.com,02:6F:77:0D:65:D6,192.0.2.57,"Sylhet, BD",2026-07-28 22:57:49+00:00,expired_session,0,normal_user_error,1,1,2,993014,993014,3,3,-0.5000000000000004,0.8660254037844384
2736,2737,user3@example.com,02:6F:77:0D:65:D6,192.0.2.57,"Sylhet, BD",2026-07-29 00:04:16+00:00,password_typo,0,normal_user_error,1,1,1,989027,989027,1,1,0.0,1.0
2738,2739,user3@example.com,02:6F:77:0D:65:D6,192.0.2.57,"Sylhet, BD",2026-07-29 00:44:58+00:00,password_typo,0,normal_user_error,1,1,2,986585,986585,1,1,0.0,1.0
2832,2833,user3@example.com,02:6F:77:0D:65:D6,192.0.2.57,"Sylhet, BD",2026-07-29 10:05:45+00:00,invalid_password,0,normal_user_error,1,1,1,952938,952938,2,2,0.49999999999999994,-0.8660254037844387
2871,2872,user3@example.com,02:6F:77:0D:65:D6,192.0.2.57,"Sylhet, BD",2026-07-29 21:16:50+00:00,otp_failed,0,normal_user_error,1,1,1,912673,912673,3,3,-0.7071067811865477,0.7071067811865474
2873,2874,user3@example.com,02:6F:77:0D:65:D6,192.0.2.57,"Dubai, AE",2026-07-29 22:31:54+00:00,expired_session,0,normal_user_error,1,1,1,908169,908169,1,1,-0.5000000000000004,0.8660254037844384
2895,2896,user3@example.com,02:6F:77:0D:65:D6,192.0.2.57,"Sylhet, BD",2026-07-30 05:50:44+00:00,expired_session,0,normal_user_error,1,1,1,881839,881839,1,1,0.9659258262890683,0.25881904510252074
2917,2918,user3@example.com,02:6F:77:0D:65:D6,192.0.2.57,"Sylhet, BD",2026-07-30 15:19:41+00:00,password_typo,0,normal_user_error,1,1,1,847702,847702,1,1,-0.7071067811865471,-0.7071067811865479
2931,2932,user3@example.com,02:6F:77:0D:65:D6,192.0.2.57,"Sylhet, BD",2026-07-30 19:55:14+00:00,password_typo,0,normal_user_error,1,1,1,831169,831169,1,1,-0.9659258262890684,0.2588190451025203
2935,2936,user3@example.com,02:6F:77:0D:65:D6,192.0.2.57,"Sylhet, BD",2026-07-30 20:19:35+00:00,unknown_device,0,normal_user_error,1,1,2,829708,829708,1,1,-0.8660254037844386,0.5000000000000001
2952,2953,user3@example.com,02:6F:77:0D:65:D6,192.0.2.57,"Sylhet, BD",2026-07-31 04:29:55+00:00,password_typo,0,normal_user_error,1,1,1,800288,800288,1,1,0.8660254037844386,0.5000000000000001
2956,2957,user3@example.com,02:6F:77:0D:65:D6,192.0.2.57,"Sylhet, BD",2026-07-31 06:05:39+00:00,invalid_password,0,normal_user_error,1,1,1,794544,794544,1,1,1.0,6.123233995736766e-17
2963,2964,user3@example.com,02:6F:77:0D:65:D6,192.0.2.57,"Sylhet, BD",2026-07-31 07:52:31+00:00,invalid_password,0,normal_user_error,1,1,1,788132,788132,1,1,0.9659258262890683,-0.25881904510252063
2972,2973,user3@example.com,02:6F:77:0D:65:D6,192.0.2.57,"Sylhet, BD",2026-07-31 10:57:20+00:00,expired_session,0,normal_user_error,1,1,1,777043,777043,1,1,0.49999999999999994,-0.8660254037844387
2974,2975,user3@example.com,02:6F:77:0D:65:D6,192.0.2.57,"Sylhet, BD",2026-07-31 11:57:43+00:00,password_typo,0,normal_user_error,1,1,1,773420,773420,1,1,0.258819045102521,-0.9659258262890682
2979,2980,user3@example.com,02:6F:77:0D:65:D6,192.0.2.57,"Sylhet, BD",2026-07-31 13:28:03+00:00,otp_failed,0,normal_user_error,1,1,1,768000,768000,1,1,-0.2588190451025208,-0.9659258262890683
539,540,user7@example.com,02:16:EB:3F:C1:28,192.0.2.58,"Dhaka, BD",2026-07-07 00:17:13+00:00,password_typo,0,normal_user_error,1,1,1,2889050,2889050,1,1,0.0,1.0
2448,2449,user7@example.com,02:4E:9B:54:52:A5,192.0.2.58,"Dhaka, BD",2026-07-25 09:52:43+00:00,invalid_password,0,normal_user_error,1,1,1,1299320,1299320,1,1,0.7071067811865476,-0.7071067811865475
467,468,user3@example.com,02:6F:77:0D:65:D6,192.0.2.65,"Sylhet, BD",2026-07-06 04:40:59+00:00,expired_session,0,normal_user_error,1,1,1,2959624,2959624,1,1,0.8660254037844386,0.5000000000000001
1451,1452,user4@example.com,02:E0:62:0A:C1:B7,192.0.2.65,"New York, US",2026-07-16 09:01:41+00:00,otp_failed,0,normal_user_error,1,2,2,2079982,2079982,1,1,0.7071067811865476,-0.7071067811865475
432,433,user1@example.com,02:DD:8B:AB:8A:88,192.0.2.66,"New York, US",2026-07-05 17:26:15+00:00,password_typo,0,normal_user_error,1,1,1,3000108,3000108,1,1,-0.9659258262890683,-0.25881904510252063
1972,1973,user3@example.com,02:6F:77:0D:65:D6,192.0.2.68,"Sylhet, BD",2026-07-20 21:39:34+00:00,invalid_password,0,normal_user_error,1,1,1,1688909,1688909,1,1,-0.7071067811865477,0.7071067811865474
2822,2823,user6@example.com,02:C2:31:B7:B0:87,192.0.2.69,"Sylhet, BD",2026-07-29 08:23:47+00:00,password_typo,0,normal_user_error,1,1,1,959056,959056,1,1,0.8660254037844387,-0.4999999999999998
1394,1395,user5@example.com,02:8E:4F:6E:AC:34,192.0.2.74,"Dubai, AE",2026-07-15 13:43:21+00:00,invalid_password,0,normal_user_error,1,1,1,2149482,2149482,1,1,-0.2588190451025208,-0.9659258262890683
1756,1757,user4@example.com,02:E5:8E:03:51:D8,192.0.2.79,"Chattogram, BD",2026-07-19 09:08:19+00:00,password_typo,0,normal_user_error,1,1,1,1820384,1820384,1,1,0.7071067811865476,-0.7071067811865475
1210,1211,user10@example.com,02:8E:E8:BA:53:BD,192.0.2.85,"Singapore, SG",2026-07-13 12:39:11+00:00,expired_session,0,normal_user_error,1,1,1,2326132,2326132,1,1,1.2246467991473532e-16,-1.0
9,10,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-01 02:33:34+00:00,expired_session,0,normal_user_error,1,1,1,3399269,3399269,1,1,0.49999999999999994,0.8660254037844387
10,11,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-01 02:36:11+00:00,password_typo,0,normal_user_error,2,2,2,3399112,3399112,1,1,0.49999999999999994,0.8660254037844387
14,15,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-01 04:02:48+00:00,unknown_device,0,normal_user_error,1,1,1,3393915,3393915,1,1,0.8660254037844386,0.5000000000000001
17,18,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-01 04:52:14+00:00,password_typo,0,normal_user_error,1,1,2,3390949,3390949,1,1,0.8660254037844386,0.5000000000000001
32,33,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-01 13:09:44+00:00,password_typo,0,normal_user_error,1,1,1,3361099,3361099,1,1,-0.2588190451025208,-0.9659258262890683
62,63,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-02 00:42:55+00:00,otp_failed,0,normal_user_error,1,1,1,3319508,3319508,1,1,0.0,1.0
72,73,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-02 07:14:31+00:00,password_typo,0,normal_user_error,1,1,1,3296012,3296012,1,1,0.9659258262890683,-0.25881904510252063
78,79,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-02 08:50:27+00:00,invalid_password,0,normal_user_error,1,1,1,3290256,3290256,1,1,0.8660254037844387,-0.4999999999999998
101,102,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-02 15:39:41+00:00,invalid_password,0,normal_user_error,1,1,1,3265702,3265702,1,1,-0.7071067811865471,-0.7071067811865479
141,142,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-03 00:49:26+00:00,invalid_password,0,normal_user_error,1,1,1,3232717,3232717,1,1,0.0,1.0
142,143,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-03 02:16:00+00:00,password_typo,0,normal_user_error,1,1,1,3227523,3227523,1,1,0.49999999999999994,0.8660254037844387
172,173,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-03 05:06:43+00:00,invalid_password,0,normal_user_error,1,1,1,3217280,3217280,1,1,0.9659258262890683,0.25881904510252074
176,177,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-03 05:49:16+00:00,password_typo,0,normal_user_error,1,1,2,3214727,3214727,1,1,0.9659258262890683,0.25881904510252074
185,186,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-03 08:59:40+00:00,invalid_password,0,normal_user_error,1,1,1,3203303,3203303,1,1,0.8660254037844387,-0.4999999999999998
186,187,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-03 09:25:41+00:00,otp_failed,0,normal_user_error,1,1,2,3201742,3201742,1,1,0.7071067811865476,-0.7071067811865475
199,200,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-03 12:02:40+00:00,password_typo,0,normal_user_error,1,1,1,3192323,3192323,1,1,1.2246467991473532e-16,-1.0
201,202,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-03 12:37:50+00:00,invalid_password,0,normal_user_error,1,1,2,3190213,3190213,1,1,1.2246467991473532e-16,-1.0
203,204,user4@example.com,02:C8:99:51:0B:C8,192.0.2.88,"Sylhet, BD",2026-07-03 13:14:39+00:00,password_typo,0,normal_user_error,1,1,2,3188004,3188004,1,1,-0.2588190451025208,-0.9659258262890683
237,238,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-03 17:05:58+00:00,invalid_password,0,normal_user_error,1,1,1,3174125,3174125,1,1,-0.9659258262890683,-0.25881904510252063
241,242,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-03 18:08:50+00:00,expired_session,0,normal_user_error,1,1,1,3170353,3170353,1,1,-1.0,-1.8369701987210297e-16
244,245,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-03 19:08:27+00:00,password_typo,0,normal_user_error,1,1,2,3166776,3166776,1,1,-0.9659258262890684,0.2588190451025203
247,248,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-03 19:27:55+00:00,otp_failed,0,normal_user_error,1,1,2,3165608,3165608,1,1,-0.9659258262890684,0.2588190451025203
255,256,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-03 20:43:08+00:00,expired_session,0,normal_user_error,1,1,1,3161095,3161095,1,1,-0.8660254037844386,0.5000000000000001
257,258,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-03 21:09:24+00:00,password_typo,0,normal_user_error,1,1,2,3159519,3159519,1,1,-0.7071067811865477,0.7071067811865474
267,268,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-04 02:49:55+00:00,invalid_password,0,normal_user_error,1,1,1,3139088,3139088,1,1,0.49999999999999994,0.8660254037844387
278,279,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-04 06:59:11+00:00,expired_session,0,normal_user_error,1,1,1,3124132,3124132,1,1,1.0,6.123233995736766e-17
280,281,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-04 07:11:18+00:00,invalid_password,0,normal_user_error,1,1,2,3123405,3123405,1,1,0.9659258262890683,-0.25881904510252063
282,283,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-04 07:41:46+00:00,password_typo,0,normal_user_error,1,1,3,3121577,3121577,1,1,0.9659258262890683,-0.25881904510252063
304,305,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-04 13:38:29+00:00,invalid_password,0,normal_user_error,1,1,1,3100174,3100174,1,1,-0.2588190451025208,-0.9659258262890683
318,319,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-04 17:47:15+00:00,expired_session,0,normal_user_error,1,1,1,3085248,3085248,1,1,-0.9659258262890683,-0.25881904510252063
347,348,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-05 01:39:16+00:00,otp_failed,0,normal_user_error,1,1,1,3056927,3056927,1,1,0.25881904510252074,0.9659258262890683
349,350,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-05 02:44:01+00:00,otp_failed,0,normal_user_error,1,1,1,3053042,3053042,1,1,0.49999999999999994,0.8660254037844387
